,Date,Persian_Date,Open,Low,High,Close
410,5/5/2013,1392/02/15,"35,800","35,750","36,000","36,000"
411,5/6/2013,1392/02/16,"35,850","35,700","35,850","35,700"
412,5/7/2013,1392/02/17,"35,650","35,550","35,650","35,600"
413,5/8/2013,1392/02/18,"35,650","35,450","35,650","35,450"
414,5/9/2013,1392/02/19,"35,350","35,300","35,350","35,350"
415,5/11/2013,1392/02/21,"35,300","34,650","35,300","34,650"
416,5/12/2013,1392/02/22,"34,850","34,700","34,900","34,900"
417,5/13/2013,1392/02/23,"34,850","34,850","35,300","35,300"
418,5/14/2013,1392/02/24,"35,270","35,250","35,300","35,250"
419,5/15/2013,1392/02/25,"35,000","34,750","35,050","35,050"
420,5/16/2013,1392/02/26,"35,100","35,100","35,150","35,150"
421,5/18/2013,1392/02/28,"35,160","35,000","35,160","35,050"
422,5/19/2013,1392/02/29,"34,800","34,750","34,900","34,750"
423,5/20/2013,1392/02/30,"34,550","34,500","34,750","34,700"
424,5/21/2013,1392/02/31,"35,000","34,900","35,000","34,900"
425,5/22/2013,1392/03/01,"35,600","35,450","35,700","35,650"
426,5/23/2013,1392/03/02,"35,550","35,400","35,550","35,450"
427,5/25/2013,1392/03/04,"35,500","35,500","35,800","35,700"
428,5/26/2013,1392/03/05,"35,850","35,850","36,280","36,150"
429,5/27/2013,1392/03/06,"36,100","36,100","36,280","36,280"
430,5/28/2013,1392/03/07,"36,300","36,300","36,850","36,850"
431,5/29/2013,1392/03/08,"36,900","36,480","36,900","36,580"
432,5/30/2013,1392/03/09,"36,450","36,150","36,450","36,200"
433,6/1/2013,1392/03/11,"36,180","36,180","36,520","36,450"
434,6/2/2013,1392/03/12,"36,480","36,280","36,500","36,280"
435,6/3/2013,1392/03/13,"36,320","36,280","36,350","36,350"
436,6/8/2013,1392/03/18,"36,480","36,480","36,700","36,700"
437,6/9/2013,1392/03/19,"36,650","36,300","36,650","36,300"
438,6/10/2013,1392/03/20,"36,300","36,200","36,300","36,200"
439,6/11/2013,1392/03/21,"35,950","35,850","36,000","35,850"
440,6/12/2013,1392/03/22,"35,950","35,950","36,450","36,450"
441,6/13/2013,1392/03/23,"36,350","36,300","36,350","36,300"
442,6/15/2013,1392/03/25,"36,000","34,500","36,000","34,800"
443,6/16/2013,1392/03/26,"34,400","34,400","35,200","35,100"
444,6/17/2013,1392/03/27,"35,000","34,500","35,000","34,550"
445,6/18/2013,1392/03/28,"35,000","34,500","35,000","34,500"
446,6/19/2013,1392/03/29,"34,400","33,900","34,400","34,000"
447,6/20/2013,1392/03/30,"33,500","32,850","33,500","33,000"
448,6/22/2013,1392/04/01,"32,900","32,000","32,900","32,000"
449,6/23/2013,1392/04/02,"30,700","29,800","31,500","30,900"
450,6/25/2013,1392/04/04,"31,200","31,200","33,100","33,100"
451,6/26/2013,1392/04/05,"32,400","32,400","33,200","32,950"
452,6/27/2013,1392/04/06,"33,700","33,600","34,000","33,600"
453,6/29/2013,1392/04/08,"33,400","33,150","33,700","33,200"
454,6/30/2013,1392/04/09,"33,600","33,400","33,600","33,500"
455,7/1/2013,1392/04/10,"34,100","33,750","34,100","33,900"
456,7/2/2013,1392/04/11,"34,000","33,700","34,000","33,700"
457,7/3/2013,1392/04/12,"33,550","33,400","33,650","33,600"
458,7/4/2013,1392/04/13,"33,550","33,550","33,650","33,650"
459,7/6/2013,1392/04/15,"33,500","33,200","33,500","33,200"
460,7/7/2013,1392/04/16,"33,200","32,950","33,200","32,950"
461,7/8/2013,1392/04/17,"33,350","33,300","33,500","33,350"
462,7/9/2013,1392/04/18,"33,150","32,950","33,150","33,100"
463,7/10/2013,1392/04/19,"33,050","32,900","33,050","33,000"
464,7/11/2013,1392/04/20,"33,300","33,100","33,300","33,150"
465,7/13/2013,1392/04/22,"33,050","32,850","33,050","32,850"
466,7/14/2013,1392/04/23,"32,700","32,350","32,700","32,700"
467,7/15/2013,1392/04/24,"32,750","32,550","32,750","32,600"
468,7/16/2013,1392/04/25,"32,550","32,550","32,600","32,600"
469,7/17/2013,1392/04/26,"32,500","32,100","32,500","32,150"
470,7/18/2013,1392/04/27,"32,000","31,650","32,000","31,650"
471,7/20/2013,1392/04/29,"31,200","30,850","31,200","31,000"
472,7/21/2013,1392/04/30,"30,800","30,700","31,150","31,150"
473,7/22/2013,1392/04/31,"31,850","31,450","31,850","31,600"
474,7/23/2013,1392/05/01,"31,450","31,150","31,450","31,200"
475,7/24/2013,1392/05/02,"31,300","31,200","31,650","31,650"
476,7/25/2013,1392/05/03,"31,500","31,500","31,650","31,600"
477,7/27/2013,1392/05/05,"31,500","31,500","31,700","31,700"
478,7/28/2013,1392/05/06,"31,900","31,700","31,900","31,800"
479,7/29/2013,1392/05/07,"31,700","31,600","31,750","31,700"
480,7/31/2013,1392/05/09,"31,750","31,650","31,750","31,700"
481,8/1/2013,1392/05/10,"31,750","31,750","31,800","31,800"
482,8/3/2013,1392/05/12,"32,100","32,050","32,900","32,850"
483,8/4/2013,1392/05/13,"32,650","32,400","32,800","32,400"
484,8/5/2013,1392/05/14,"32,150","31,900","32,200","32,000"
485,8/6/2013,1392/05/15,"31,900","31,750","31,950","31,900"
486,8/7/2013,1392/05/16,"32,050","32,050","32,350","32,250"
487,8/8/2013,1392/05/17,"32,300","32,100","32,350","32,150"
488,8/11/2013,1392/05/20,"32,150","32,150","32,200","32,200"
489,8/12/2013,1392/05/21,"32,300","32,200","32,400","32,250"
490,8/13/2013,1392/05/22,"32,100","31,900","32,100","31,950"
491,8/14/2013,1392/05/23,"31,900","31,800","31,950","31,950"
492,8/15/2013,1392/05/24,"32,000","32,000","32,050","32,000"
493,8/17/2013,1392/05/26,"31,850","31,600","31,850","31,700"
494,8/18/2013,1392/05/27,"31,650","31,550","31,650","31,580"
495,8/19/2013,1392/05/28,"31,650","31,450","31,700","31,450"
496,8/20/2013,1392/05/29,"31,450","31,000","31,450","31,000"
497,8/21/2013,1392/05/30,"30,900","30,800","31,000","30,950"
498,8/22/2013,1392/05/31,"31,000","30,950","31,200","31,200"
499,8/24/2013,1392/06/02,"31,300","31,150","31,350","31,250"
500,8/25/2013,1392/06/03,"31,300","31,150","31,300","31,200"
501,8/26/2013,1392/06/04,"31,350","31,150","31,350","31,250"
502,8/27/2013,1392/06/05,"31,250","31,250","31,800","31,750"
503,8/28/2013,1392/06/06,"31,800","31,800","33,000","33,000"
504,8/29/2013,1392/06/07,"32,800","32,200","32,800","32,400"
505,8/31/2013,1392/06/09,"32,300","32,200","32,700","32,700"
506,9/1/2013,1392/06/10,"32,550","32,350","32,550","32,400"
507,9/3/2013,1392/06/12,"32,450","32,400","32,700","32,700"
508,9/4/2013,1392/06/13,"32,800","32,800","33,300","33,050"
509,9/5/2013,1392/06/14,"33,050","33,050","33,200","33,200"
510,9/7/2013,1392/06/16,"33,150","32,800","33,150","32,800"
511,9/8/2013,1392/06/17,"32,700","32,700","32,900","32,900"
512,9/9/2013,1392/06/18,"32,850","32,800","32,950","32,850"
513,9/10/2013,1392/06/19,"32,750","32,000","32,750","32,000"
514,9/11/2013,1392/06/20,"31,900","31,750","32,050","31,800"
515,9/12/2013,1392/06/21,"31,750","31,650","31,800","31,800"
516,9/14/2013,1392/06/23,"31,750","31,700","31,800","31,700"
517,9/15/2013,1392/06/24,"31,800","31,700","31,800","31,700"
518,9/16/2013,1392/06/25,"31,600","31,200","31,600","31,300"
519,9/17/2013,1392/06/26,"30,900","30,600","31,050","30,600"
520,9/18/2013,1392/06/27,"30,700","30,700","30,850","30,800"
521,9/19/2013,1392/06/28,"30,950","30,800","31,000","30,800"
522,9/21/2013,1392/06/30,"30,400","29,000","30,450","29,000"
523,9/22/2013,1392/06/31,"29,300","29,000","29,500","29,300"
524,9/23/2013,1392/07/01,"29,400","29,250","29,550","29,350"
525,9/24/2013,1392/07/02,"29,150","29,150","29,500","29,350"
526,9/25/2013,1392/07/03,"29,700","29,700","31,250","30,700"
527,9/26/2013,1392/07/04,"30,800","30,500","30,800","30,500"
528,9/28/2013,1392/07/06,"30,100","29,750","30,450","30,400"
529,9/29/2013,1392/07/07,"30,700","30,550","31,000","30,650"
530,9/30/2013,1392/07/08,"30,650","30,250","30,650","30,350"
531,10/1/2013,1392/07/09,"30,500","30,400","30,550","30,550"
532,10/2/2013,1392/07/10,"30,700","30,500","30,700","30,550"
533,10/3/2013,1392/07/11,"30,500","30,350","30,500","30,350"
534,10/5/2013,1392/07/13,"30,300","30,300","30,600","30,550"
535,10/6/2013,1392/07/14,"30,800","30,550","30,800","30,550"
536,10/7/2013,1392/07/15,"30,550","30,350","30,550","30,450"
537,10/8/2013,1392/07/16,"30,450","30,400","30,500","30,500"
538,10/9/2013,1392/07/17,"30,400","30,350","30,400","30,350"
539,10/10/2013,1392/07/18,"30,400","30,400","30,450","30,400"
540,10/12/2013,1392/07/20,"30,450","30,350","30,450","30,350"
541,10/13/2013,1392/07/21,"30,400","30,150","30,400","30,150"
542,10/14/2013,1392/07/22,"30,300","30,150","30,350","30,350"
543,10/15/2013,1392/07/23,"30,300","30,250","30,350","30,350"
544,10/17/2013,1392/07/25,"30,450","30,450","30,450","30,450"
545,10/19/2013,1392/07/27,"30,400","30,200","30,400","30,200"
546,10/20/2013,1392/07/28,"30,150","30,100","30,200","30,150"
547,10/21/2013,1392/07/29,"30,050","29,950","30,100","29,950"
548,10/22/2013,1392/07/30,"30,050","30,000","30,100","30,100"
549,10/23/2013,1392/08/01,"30,100","30,050","30,150","30,100"
550,10/26/2013,1392/08/04,"30,150","30,100","30,150","30,150"
551,10/27/2013,1392/08/05,"30,150","30,050","30,150","30,100"
552,10/28/2013,1392/08/06,"30,050","30,050","30,100","30,100"
553,10/29/2013,1392/08/07,"30,050","30,050","30,150","30,150"
554,10/30/2013,1392/08/08,"30,100","30,050","30,100","30,050"
555,10/31/2013,1392/08/09,"30,050","30,050","30,050","30,050"
556,11/2/2013,1392/08/11,"30,150","30,070","30,150","30,120"
557,11/3/2013,1392/08/12,"30,200","30,200","30,400","30,400"
558,11/4/2013,1392/08/13,"30,350","30,300","30,350","30,300"
559,11/5/2013,1392/08/14,"30,250","30,100","30,250","30,100"
560,11/6/2013,1392/08/15,"30,200","30,150","30,200","30,180"
561,11/7/2013,1392/08/16,"30,150","30,150","30,150","30,150"
562,11/9/2013,1392/08/18,"30,100","29,950","30,100","29,950"
563,11/10/2013,1392/08/19,"30,050","30,050","30,250","30,250"
564,11/11/2013,1392/08/20,"30,150","30,120","30,180","30,150"
565,11/12/2013,1392/08/21,"30,130","30,130","30,180","30,180"
566,11/16/2013,1392/08/25,"30,180","30,130","30,200","30,130"
567,11/17/2013,1392/08/26,"30,120","30,050","30,120","30,100"
568,11/18/2013,1392/08/27,"30,080","29,980","30,080","30,030"
569,11/19/2013,1392/08/28,"29,950","29,950","30,070","30,070"
570,11/20/2013,1392/08/29,"30,070","30,050","30,120","30,050"
571,11/21/2013,1392/08/30,"30,100","30,050","30,100","30,100"
572,11/23/2013,1392/09/02,"30,050","30,000","30,050","30,050"
573,11/24/2013,1392/09/03,"29,850","29,250","29,850","29,400"
574,11/25/2013,1392/09/04,"29,000","28,900","29,150","29,150"
575,11/26/2013,1392/09/05,"29,320","29,200","29,800","29,750"
576,11/27/2013,1392/09/06,"29,650","29,600","29,950","29,900"
577,11/28/2013,1392/09/07,"29,830","29,600","29,830","29,620"
578,11/30/2013,1392/09/09,"29,530","29,520","29,620","29,600"
579,12/1/2013,1392/09/10,"29,600","29,530","29,600","29,530"
580,12/2/2013,1392/09/11,"29,600","29,530","29,600","29,530"
581,12/3/2013,1392/09/12,"29,460","29,400","29,480","29,450"
582,12/4/2013,1392/09/13,"29,470","29,470","29,560","29,550"
583,12/5/2013,1392/09/14,"29,580","29,520","29,580","29,520"
584,12/7/2013,1392/09/16,"29,500","29,470","29,520","29,480"
585,12/8/2013,1392/09/17,"29,450","29,400","29,480","29,460"
586,12/9/2013,1392/09/18,"29,480","29,420","29,490","29,420"
587,12/10/2013,1392/09/19,"29,450","29,440","29,480","29,480"
588,12/11/2013,1392/09/20,"29,480","29,380","29,480","29,390"
589,12/12/2013,1392/09/21,"29,370","29,350","29,370","29,350"
590,12/14/2013,1392/09/23,"29,350","29,350","29,560","29,560"
591,12/15/2013,1392/09/24,"29,600","29,520","29,600","29,520"
592,12/16/2013,1392/09/25,"29,510","29,470","29,510","29,470"
593,12/17/2013,1392/09/26,"29,440","29,420","29,470","29,440"
594,12/18/2013,1392/09/27,"29,460","29,430","29,490","29,490"
595,12/19/2013,1392/09/28,"29,480","29,440","29,480","29,450"
596,12/21/2013,1392/09/30,"29,460","29,410","29,460","29,450"
597,12/22/2013,1392/10/01,"29,420","29,420","29,560","29,560"
598,12/24/2013,1392/10/03,"29,570","29,570","29,720","29,710"
599,12/25/2013,1392/10/04,"29,710","29,630","29,710","29,670"
600,12/26/2013,1392/10/05,"29,660","29,660","30,010","30,010"
601,12/28/2013,1392/10/07,"29,930","29,850","29,990","29,950"
602,12/29/2013,1392/10/08,"29,960","29,960","30,230","30,150"
603,12/30/2013,1392/10/09,"30,160","30,060","30,160","30,060"
604,12/31/2013,1392/10/10,"30,080","30,070","30,080","30,070"
605,1/1/2014,1392/10/11,"30,030","29,990","30,040","30,000"
606,1/2/2014,1392/10/12,"29,920","29,920","29,920","29,920"
607,1/4/2014,1392/10/14,"29,940","29,740","29,950","29,760"
608,1/5/2014,1392/10/15,"29,770","29,660","29,770","29,740"
609,1/6/2014,1392/10/16,"29,730","29,730","29,820","29,800"
610,1/7/2014,1392/10/17,"29,790","29,790","29,850","29,850"
611,1/8/2014,1392/10/18,"29,850","29,820","29,920","29,900"
612,1/9/2014,1392/10/19,"29,880","29,800","29,910","29,800"
613,1/11/2014,1392/10/21,"29,780","29,760","29,830","29,800"
614,1/12/2014,1392/10/22,"29,840","29,780","29,840","29,790"
615,1/13/2014,1392/10/23,"29,780","29,500","29,780","29,560"
616,1/14/2014,1392/10/24,"29,600","29,600","29,680","29,630"
617,1/15/2014,1392/10/25,"29,640","29,560","29,640","29,570"
618,1/16/2014,1392/10/26,"29,580","29,570","29,610","29,570"
619,1/18/2014,1392/10/28,"29,560","29,380","29,560","29,390"
620,1/19/2014,1392/10/29,"29,360","29,360","29,360","29,360"
621,1/20/2014,1392/10/30,"29,230","28,880","29,230","28,880"
622,1/21/2014,1392/11/01,"28,890","28,890","29,380","29,340"
623,1/22/2014,1392/11/02,"29,320","29,280","29,650","29,510"
624,1/23/2014,1392/11/03,"29,480","29,360","29,490","29,400"
625,1/25/2014,1392/11/05,"29,440","29,440","29,640","29,520"
626,1/26/2014,1392/11/06,"29,540","29,410","29,550","29,450"
627,1/27/2014,1392/11/07,"29,460","29,410","29,490","29,490"
628,1/28/2014,1392/11/08,"29,470","29,440","29,510","29,480"
629,1/29/2014,1392/11/09,"29,490","29,420","29,510","29,420"
630,1/30/2014,1392/11/10,"29,410","29,320","29,430","29,350"
631,1/31/2014,1392/11/11,"29,340","29,330","29,400","29,380"
632,2/1/2014,1392/11/12,"29,370","29,350","29,440","29,420"
633,2/2/2014,1392/11/13,"29,410","29,400","29,480","29,460"
634,2/3/2014,1392/11/14,"29,460","29,460","29,580","29,540"
635,2/4/2014,1392/11/15,"29,520","29,460","29,530","29,470"
636,2/5/2014,1392/11/16,"29,460","29,460","29,510","29,510"
637,2/6/2014,1392/11/17,"29,500","29,490","29,600","29,590"
638,2/7/2014,1392/11/18,"29,620","29,580","29,630","29,600"
639,2/8/2014,1392/11/19,"29,580","29,520","29,600","29,540"
640,2/9/2014,1392/11/20,"29,530","29,430","29,540","29,460"
641,2/10/2014,1392/11/21,"29,450","29,420","29,520","29,510"
642,2/11/2014,1392/11/22,"29,500","29,500","29,510","29,500"
643,2/12/2014,1392/11/23,"29,510","29,490","29,560","29,540"
644,2/13/2014,1392/11/24,"29,550","29,480","29,550","29,520"
645,2/14/2014,1392/11/25,"29,530","29,530","29,550","29,530"
646,2/15/2014,1392/11/26,"29,560","29,520","29,610","29,580"
647,2/16/2014,1392/11/27,"29,570","29,480","29,570","29,480"
648,2/17/2014,1392/11/28,"29,500","29,440","29,530","29,520"
649,2/18/2014,1392/11/29,"29,540","29,500","29,570","29,520"
650,2/19/2014,1392/11/30,"29,500","29,480","29,540","29,520"
651,2/20/2014,1392/12/01,"29,500","29,500","29,530","29,530"
652,2/21/2014,1392/12/02,"29,520","29,500","29,520","29,500"
653,2/22/2014,1392/12/03,"29,520","29,510","29,580","29,560"
654,2/23/2014,1392/12/04,"29,580","29,560","29,620","29,600"
655,2/24/2014,1392/12/05,"29,580","29,580","29,850","29,840"
656,2/25/2014,1392/12/06,"29,860","29,860","30,150","29,900"
657,2/26/2014,1392/12/07,"29,890","29,840","29,960","29,880"
658,2/27/2014,1392/12/08,"29,890","29,860","30,090","30,090"
659,2/28/2014,1392/12/09,"30,120","30,060","30,120","30,100"
660,3/1/2014,1392/12/10,"30,140","30,100","30,500","30,450"
661,3/2/2014,1392/12/11,"30,430","30,310","30,600","30,590"
662,3/3/2014,1392/12/12,"30,660","30,630","31,270","31,070"
663,3/4/2014,1392/12/13,"31,000","30,500","31,140","30,640"
664,3/5/2014,1392/12/14,"30,620","30,500","30,620","30,520"
665,3/6/2014,1392/12/15,"30,500","30,430","30,530","30,490"
666,3/7/2014,1392/12/16,"30,470","30,460","30,510","30,460"
667,3/8/2014,1392/12/17,"30,430","30,060","30,430","30,060"
668,3/9/2014,1392/12/18,"29,970","29,970","30,440","30,440"
669,3/10/2014,1392/12/19,"30,430","30,360","30,790","30,710"
670,3/11/2014,1392/12/20,"30,750","30,450","30,910","30,550"
671,3/12/2014,1392/12/21,"30,560","30,330","30,640","30,370"
672,3/13/2014,1392/12/22,"30,400","30,290","30,430","30,360"
673,3/14/2014,1392/12/23,"30,390","30,390","30,500","30,440"
674,3/15/2014,1392/12/24,"30,450","30,020","30,450","30,080"
675,3/16/2014,1392/12/25,"30,060","29,800","30,250","30,200"
676,3/17/2014,1392/12/26,"30,190","29,960","30,190","29,960"
677,3/18/2014,1392/12/27,"30,000","29,950","30,140","30,000"
678,3/19/2014,1392/12/28,"30,060","30,030","30,150","30,140"
679,3/20/2014,1392/12/29,"30,100","30,100","30,200","30,170"
680,3/23/2014,1393/01/03,"30,250","30,250","30,270","30,270"
681,3/24/2014,1393/01/04,"30,250","30,180","30,250","30,180"
682,3/25/2014,1393/01/05,"30,200","30,200","30,300","30,300"
683,3/26/2014,1393/01/06,"30,400","30,350","30,530","30,500"
684,3/27/2014,1393/01/07,"30,560","30,560","30,690","30,580"
685,3/28/2014,1393/01/08,"30,570","30,570","30,570","30,570"
686,3/29/2014,1393/01/09,"30,550","30,460","30,550","30,470"
687,3/30/2014,1393/01/10,"30,480","30,410","30,500","30,490"
688,3/31/2014,1393/01/11,"30,500","30,500","30,650","30,640"
689,4/1/2014,1393/01/12,"30,630","30,600","30,640","30,630"
690,4/3/2014,1393/01/14,"30,610","30,610","30,610","30,610"
691,4/5/2014,1393/01/16,"30,570","30,450","30,580","30,480"
692,4/6/2014,1393/01/17,"30,490","30,260","30,490","30,430"
693,4/7/2014,1393/01/18,"30,410","30,370","30,650","30,580"
694,4/8/2014,1393/01/19,"30,570","30,540","30,900","30,900"
695,4/9/2014,1393/01/20,"30,960","30,790","31,160","30,800"
696,4/10/2014,1393/01/21,"30,820","30,720","30,900","30,810"
697,4/11/2014,1393/01/22,"30,800","30,790","30,810","30,790"
698,4/12/2014,1393/01/23,"30,780","30,750","31,160","31,140"
699,4/13/2014,1393/01/24,"31,150","31,030","31,280","31,210"
700,4/14/2014,1393/01/25,"31,240","31,180","31,380","31,300"
701,4/15/2014,1393/01/26,"31,230","31,230","31,800","31,800"
702,4/16/2014,1393/01/27,"31,840","31,560","32,000","31,560"
703,4/17/2014,1393/01/28,"31,570","31,540","31,780","31,710"
704,4/18/2014,1393/01/29,"31,720","31,670","31,740","31,730"
705,4/19/2014,1393/01/30,"31,750","31,740","31,960","31,790"
706,4/20/2014,1393/01/31,"31,820","31,820","32,170","32,090"
707,4/24/2014,1393/02/04,"32,730","32,300","32,900","32,540"
708,4/25/2014,1393/02/05,"32,580","32,350","32,630","32,480"
709,4/26/2014,1393/02/06,"32,430","32,430","32,800","32,800"
710,4/27/2014,1393/02/07,"32,780","32,780","33,600","33,350"
711,4/28/2014,1393/02/08,"33,280","32,750","33,390","32,820"
712,4/29/2014,1393/02/09,"32,760","32,590","32,960","32,950"
713,4/30/2014,1393/02/10,"32,940","32,840","33,010","32,980"
714,5/1/2014,1393/02/11,"32,950","32,900","33,100","33,100"
715,5/2/2014,1393/02/12,"33,120","33,100","33,150","33,130"
716,5/3/2014,1393/02/13,"33,150","33,120","33,290","33,150"
717,5/4/2014,1393/02/14,"33,100","32,780","33,160","32,780"
718,5/5/2014,1393/02/15,"32,820","32,720","33,160","33,140"
719,5/6/2014,1393/02/16,"33,150","32,930","33,300","33,040"
720,5/7/2014,1393/02/17,"33,030","32,840","33,050","32,910"
721,5/8/2014,1393/02/18,"32,800","32,790","32,930","32,900"
722,5/9/2014,1393/02/19,"32,910","32,860","32,910","32,870"
723,5/10/2014,1393/02/20,"32,880","32,580","32,950","32,580"
724,5/11/2014,1393/02/21,"32,570","32,320","32,680","32,360"
725,5/12/2014,1393/02/22,"32,400","32,270","32,610","32,490"
726,5/13/2014,1393/02/23,"32,470","32,450","32,500","32,480"
727,5/14/2014,1393/02/24,"32,490","32,360","32,560","32,370"
728,5/15/2014,1393/02/25,"32,390","32,350","32,450","32,450"
729,5/16/2014,1393/02/26,"32,470","32,470","33,020","32,930"
730,5/17/2014,1393/02/27,"32,940","32,920","33,200","32,990"
731,5/18/2014,1393/02/28,"33,000","32,680","33,020","32,760"
732,5/19/2014,1393/02/29,"32,740","32,720","32,850","32,820"
733,5/20/2014,1393/02/30,"32,810","32,730","32,950","32,940"
734,5/21/2014,1393/02/31,"32,920","32,860","33,080","32,900"
735,5/22/2014,1393/03/01,"32,880","32,840","32,920","32,870"
736,5/23/2014,1393/03/02,"32,880","32,830","32,920","32,830"
737,5/24/2014,1393/03/03,"32,820","32,700","32,840","32,740"
738,5/25/2014,1393/03/04,"32,760","32,700","32,860","32,820"
739,5/26/2014,1393/03/05,"32,850","32,800","32,890","32,830"
